no,raw_tweet,bio_tags,tokens,langs,norm_tokens,clean_tweets
533,"elitism. isi tabungan bisa juga beli barang yang dijual di mall bling-bling tapi ya rasanya gak worth aja. lebih nikmat makan di nasgor pinggir jalan depan fx dari pada di dalem fx. because I enjoy food, not enjoying paying tax and services.",BIIIIIIBOBIIOBIIIIIIIOBIIIOBIIIOBIIIOBIIIIIOBIIIOBIIIIIOBIOBIIIOBIIIIIIIIIIOBIIIOBIOBIIIIIIOBIIOBIIIIOBIIBOBIIIIOBIIIIIOBIIIIOBIOBIIIIIOBIIIIIIOBIIIIOBIIIIOBIOBIIIOBIIIOBIOBIIIIOBIBOBIIIIIIOBOBIIIIOBIIIBOBIIOBIIIIIIIOBIIIIIOBIIOBIIOBIIIIIIIB,"['elitism. isi tabungan bisa juga beli barang yang dijual di mall bling-bling tapi ya rasanya gak worth aja. lebih nikmat makan di nasgor pinggir jalan depan fx dari pada di dalem fx. because I enjoy food, not enjoying paying tax and services.'
 list(['elitism', '.', 'isi', 'tabungan', 'bisa', 'juga', 'beli', 'barang', 'yang', 'dijual', 'di', 'mall', 'bling-bling', 'tapi', 'ya', 'rasanya', 'gak', 'worth', 'aja', '.', 'lebih', 'nikmat', 'makan', 'di', 'nasgor', 'pinggir', 'jalan', 'depan', 'fx', 'dari', 'pada', 'di', 'dalem', 'fx', '.', 'because', 'I', 'enjoy', 'food', ',', 'not', 'enjoying', 'paying', 'tax', 'and', 'services', '.'])]","['en', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'en', 'id', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'un', 'un', 'en', 'en', 'en', 'en', 'un', 'en', 'en', 'en', 'en', 'en', 'en', 'un']","['elitism', '.', 'isi', 'tabungan', 'bisa', 'juga', 'beli', 'barang', 'yang', 'dijual', 'di', 'mall', 'bling-bling', 'tapi', 'ya', 'rasanya', 'tidak', 'worth', 'saja', '.', 'lebih', 'nikmat', 'makan', 'di', 'nasgor', 'pinggir', 'jalan', 'depan', 'fx', 'dari', 'pada', 'di', 'dalam', 'fx', '.', 'because', 'i', 'enjoy', 'food', ',', 'not', 'enjoying', 'paying', 'tax', 'and', 'services', '.']","['elitisme. isi tabungan bisa juga beli barang yang dijual di mall bling-bling tapi ya rasanya gak layak saja. lebih nikmat makan di nasgor pinggir jalan depan fx dari pada di dalam fx. karena saya menikmati makanan, bukan menikmati membayar pajak dan layanan.']"
534,"Hai #SahabatRotary .Selamat #hariairsedunia .Hemat air .Selamatkan bumi.Selamatkan kehidupan....""How can you appreciate bigger thing when you cannot appreciate a single drop... https://t.co/CjIo3RZFeH",BIIOBIIIIIIIIIIIIIOBBIIIIIIOBIIIIIIIIIIIIIIOBBIIIIOBIIOBBIIIIIIIIIOBIIIBOBIIIIIIIIOBIIIIIIIIBOOOBBIIOBIIOBIIOBIIIIIIIIIOBIIIIIOBIIIIOBIIIOBIIOBIIIIIOBIIIIIIIIIOBOBIIIIIOBIIIBOOOBIIIIIIIIIIIIIIIIIIIIII,"['Hai #SahabatRotary .Selamat #hariairsedunia .Hemat air .Selamatkan bumi.Selamatkan kehidupan....""How can you appreciate bigger thing when you cannot appreciate a single drop... https://t.co/CjIo3RZFeH'
 list(['Hai', '#SahabatRotary', '.', 'Selamat', '#hariairsedunia', '.', 'Hemat', 'air', '.', 'Selamatkan', 'bumi', '.', 'elamatkan', 'kehidupan', '.', '""', 'How', 'can', 'you', 'appreciate', 'bigger', 'thing', 'when', 'you', 'cannot', 'appreciate', 'a', 'single', 'drop', '.', 'https://t.co/CjIo3RZFeH'])]","['id', 'un', 'un', 'id', 'un', 'un', 'id', 'id', 'un', 'id', 'id', 'un', 'id', 'id', 'un', 'un', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'id', 'en', 'en', 'en', 'un', 'un']","['hai', '#SahabatRotary', '.', 'selamat', '#hariairsedunia', '.', 'hemat', 'air', '.', 'selamatkan', 'bumi', '.', 'selamatkan', 'kehidupan', '.', '""', 'how', 'can', 'you', 'appreciate', 'bigger', 'thing', 'when', 'you', 'cannot', 'appreciate', 'a', 'single', 'drop', '.', 'https://t.co/CjIo3RZFeH']","['hai #SahabatRotary . selamat #hariairsedunia . hemat air . selamatkan bumi. selamatkan kehidupan. "" bagaimana kamu bisa menghargai benda yang lebih besar ketika kamu tidak bisa menghargai setetespun. https://t.co/CjIo3RZFeH']"
535,"kau tahu? Sudah hampir satu jam kuputar ulang lagu ini. Kau ingat masa itu?..&gt;&gt;.Cause I will fall for you no matter what they say, I still love you I still love you.You'll never be alone now look me in the eyes, I still love you I still love you - mikha angelo",BIIOBIIIBOBIIIIOBIIIIIOBIIIOBIIOBIIIIIIOBIIIIOBIIIOBIIBOBIIOBIIIIOBIIIOBIIBBOBIIIIIIIBBIIIIOBOBIIIOBIIIOBIIOBIIOBIOBIIIIIOBIIIOBIIIOBIIBOBOBIIIIOBIIIOBIIOBOBIIIIOBIIIOBIIBBIIIIIOBIIIIOBIOBIIIIOBIIOBIIIOBIOBIOBIIIIIIIBOBOBIIIIOBIIIOBIIOBOBIIIIOBIIIOBIIOBOBIIIIIIIIIII,"[""kau tahu? Sudah hampir satu jam kuputar ulang lagu ini. Kau ingat masa itu?..&gt;&gt;.Cause I will fall for you no matter what they say, I still love you I still love you.You'll never be alone now look me in the eyes, I still love you I still love you - mikha angelo""
 list(['kau', 'tahu', '?', 'Sudah', 'hampir', 'satu', 'jam', 'kuputar', 'ulang', 'lagu', 'ini', '.', 'Kau', 'ingat', 'masa', 'itu', '?', '.', '&gt;&gt;', '.', 'Cause', 'I', 'will', 'fall', 'for', 'you', 'no', 'matter', 'what', 'they', 'say', ',', 'I', 'still', 'love', 'you', 'I', 'still', 'love', 'you', '.', ""You'll"", 'never', 'be', 'alone', 'now', 'look', 'me', 'in', 'the eyes', ',', 'I', 'still', 'love', 'you', 'I', 'still', 'love', 'you', '-', 'mikha angelo'])]","['id', 'id', 'un', 'id', 'id', 'id', 'id', 'en', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'un', 'un', 'un', 'un', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'un', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'un', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'un', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'un', 'id']","['kau', 'tahu', '?', 'sudah', 'hampir', 'satu', 'jam', 'kuputar', 'ulang', 'lagu', 'ini', '.', 'kau', 'ingat', 'masa', 'itu', '?', '.', '&gt;', '.', 'cause', 'i', 'will', 'fall', 'for', 'you', 'no', 'matter', 'what', 'they', 'say', ',', 'i', 'still', 'love', 'you', 'i', 'still', 'love', 'you', '.', 'you will', 'never', 'be', 'alone', 'now', 'look', 'me', 'in', 'the eyes', ',', 'i', 'still', 'love', 'you', 'i', 'still', 'love', 'you', '-', 'mikha angelo']","['kau tahu ? sudah hampir satu jam kuputar ulang lagu ini. kau ingat masa itu? &gt; . karena saya akan jatuh hati padamu apapun yang mereka katakan, saya masih mencintaimu saya masih mencintaimu. kamu tidak akan pernah sendirian sekarang tatap mata saya, saya mencintaimu saya masih mencintaimu - mikha angelo']"
536,@lix_lee007 I'm not Oke kalo nggak ketemu mereka pas ulangtahun 30 ko :(,BIIIIIIIIIIOBIIOBIIOBIIOBIIIOBIIIIOBIIIIIOBIIIIIOBIIOBIIIIIIIIIOBIOBIOBI,"[""@lix_lee007 I'm not Oke kalo nggak ketemu mereka pas ulangtahun 30 ko :(""
 list(['@lix_lee007', ""I'm"", 'not', 'Oke', 'kalo', 'nggak', 'ketemu', 'mereka', 'pas', 'ulangtahun', '30', 'ko', ':('])]","['un', 'en', 'en', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'un']","['@lix_lee007', 'i am', 'not', 'oke', 'kalau', 'tidak', 'ketemu', 'mereka', 'pas', 'ulang tahun', '30', 'ko', ':(']",['@lix_lee007 saya tidak oke kalo tidak ketemu mereka pas ulang tahun 30 ko :(']
537,Simpati sering sekali down. Hm,BIIIIIIOBIIIIIOBIIIIIOBIIIBOBI,"['Simpati sering sekali down. Hm'
 list(['Simpati', 'sering', 'sekali', 'down', '.', 'Hm'])]","['un', 'id', 'id', 'en', 'un', 'un']","['simpati', 'sering', 'sekali', 'down', '.', 'hm']",['simpati sering sekali bermasalah. hm']
538,"This why. Bertebaran worker cina, ktp buat cina. Banggain infrastruktur hasil utang cina. Melek wooi meleeek! #2019GantiPresiden",BIIIOBIIBOBIIIIIIIIIOBIIIIIOBIIIBOBIIOBIIIOBIIIBOBIIIIIIIOBIIIIIIIIIIIIOBIIIIOBIIIIOBIIIBOBIIIIOBIIIOBIIIIIIBOBIIIIIIIIIIIIIIIII,"['This why. Bertebaran worker cina, ktp buat cina. Banggain infrastruktur hasil utang cina. Melek wooi meleeek! #2019GantiPresiden'
 list(['This', 'why', '.', 'Bertebaran', 'worker', 'cina', ',', 'ktp', 'buat', 'cina', '.', 'Banggain', 'infrastruktur', 'hasil', 'utang', 'cina', '.', 'Melek', 'wooi', 'meleeek', '!', '#2019GantiPresiden'])]","['en', 'en', 'un', 'id', 'en', 'id', 'un', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'un', 'id', 'un', 'un']","['this', 'why', '.', 'bertebaran', 'worker', 'cina', ',', 'ktp', 'buat', 'cina', '.', 'banggakan', 'infrastruktur', 'hasil', 'utang', 'cina', '.', 'melek', 'wooi', 'melek', '!', '#2019GantiPresiden']","['ini sebabnya. bertebaran pekerja cina, ktp buat cina. banggakan infrastruktur hasil utang cina. melek wooi melek! #2019GantiPresiden']"
539,Paling g bs liat anak sebaik dia yg slu terus2 an dibuly.. Halooo dia jg manusia biasa.. Sekali aja liat dr kerja keras dia yg sudah menghabis kan masa anak2 nya buat negara..Tuhan kuatkan dia @jonatan979..Kembalikan rasa percaya dirinya agar dia mampu tuk kembali menjadi juara.. https://t.co/R8ovsEhh5D,BIIIIIOBOBIOBIIIOBIIIOBIIIIIOBIIOBIOBIIOBIIIIIOBIOBIIIIIBOOBIIIIIOBIIOBIOBIIIIIIOBIIIIBOOBIIIIIOBIIOBIIIOBIOBIIIIOBIIIIOBIIOBIOBIIIIOBIIIIIIIIOIIIOBIIIOBIIIIOBIIOBIIIOBIIIIIBOBIIIIOBIIIIIIOBIIOBIIIIIIIIIIBOBIIIIIIIIIOBIIIOBIIIIIIOBIIIIIIOBIIIOBIIOBIIIIOBIIOBIIIIIIOBIIIIIIOBIIIIBOOBIIIIIIIIIIIIIIIIIIIIII,"['Paling g bs liat anak sebaik dia yg slu terus2 an dibuly.. Halooo dia jg manusia biasa.. Sekali aja liat dr kerja keras dia yg sudah menghabis kan masa anak2 nya buat negara..Tuhan kuatkan dia @jonatan979..Kembalikan rasa percaya dirinya agar dia mampu tuk kembali menjadi juara.. https://t.co/R8ovsEhh5D'
 list(['Paling', 'g', 'bs', 'liat', 'anak', 'sebaik', 'dia', 'yg', 'slu', 'terus2', 'an', 'dibuly', '.', 'Halooo', 'dia', 'jg', 'manusia', 'biasa', '.', 'Sekali', 'aja', 'liat', 'dr', 'kerja', 'keras', 'dia', 'yg', 'sudah', 'menghabiskan', 'masa', 'anak2', 'nya', 'buat', 'negara', '.', 'Tuhan', 'kuatkan', 'dia', '@jonatan979', '.', 'Kembalikan', 'rasa', 'percaya', 'dirinya', 'agar', 'dia', 'mampu', 'tuk', 'kembali', 'menjadi', 'juara', '.', 'https://t.co/R8ovsEhh5D'])]","['id', 'en', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'en', 'un', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'id', 'en', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'un', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'un']","['paling', 'tidak', 'bisa', 'lihat', 'anak', 'sebaik', 'dia', 'yang', 'selalu', 'terus-terus', 'an', 'dibully', '.', 'halo', 'dia', 'juga', 'manusia', 'biasa', '.', 'sekali', 'saja', 'lihat', 'dari', 'kerja', 'keras', 'dia', 'yang', 'sudah', 'menghabiskan', 'masa', 'anak-anak', 'nya', 'buat', 'negara', '.', 'tuhan', 'kuatkan', 'dia', '@jonatan979', '.', 'kembalikan', 'rasa', 'percaya', 'dirinya', 'agar', 'dia', 'mampu', 'tuk', 'kembali', 'menjadi', 'juara', '.', 'https://t.co/R8ovsEhh5D']",['paling tidak bisa lihat anak sebaik dia yang selalu terus-terus an dibully. halo dia juga manusia biasa. sekali aja lihat dari kerja keras dia yang sudah menghabiskan masa anak-anak nya buat negara. tuhan kuatkan dia @jonatan979. kembalikan rasa percaya dirinya agar dia mampu tuk kembali menjadi juara. https://t.co/R8ovsEhh5D']
540,Top 20 questions that annoys people: mas password wifi apa ya,BIIOBIOBIIIIIIIIOBIIIOBIIIIIOBIIIIIBOBIIOBIIIIIIIOBIIIOBIIOBI,"['Top 20 questions that annoys people: mas password wifi apa ya'
 list(['Top', '20', 'questions', 'that', 'annoys', 'people', ':', 'mas', 'password', 'wifi', 'apa', 'ya'])]","['en', 'un', 'en', 'en', 'en', 'en', 'un', 'id', 'en', 'en', 'id', 'id']","['top', '20', 'questions', 'that', 'annoys', 'people', ':', 'mas', 'password', 'wifi', 'apa', 'ya']",['20 pertanyaan teratas yang mengganggu orang: mas kata kunci wifi apa ya']
541,@bangunb Wkwkw its not about that.. senyumnya itu loh judes2 manis,BIIIIIIIOBIIIIOBIIOBIIOBIIIIOBIIIBOOBIIIIIIIIOBIIOBIIOBIIIIIOBIIII,"['@bangunb Wkwkw its not about that.. senyumnya itu loh judes2 manis'
 list(['@bangunb', 'Wkwkw', 'its', 'not', 'about', 'that', '.', 'senyumnya', 'itu', 'loh', 'judes2', 'manis'])]","['un', 'un', 'en', 'en', 'en', 'en', 'un', 'id', 'id', 'un', 'un', 'id']","['@bangunb', 'wkwkw', 'it is', 'not', 'about', 'that', '.', 'senyumnya', 'itu', 'loh', 'judes-judes', 'manis']",['@bangunb wkwkw itu bukan tentang itu. senyumnya itu loh judes-judes manis']
542,"@sothesky_ OJO ah iya. Aku fayza, but well known as phey. Suka bts ama anime sport + mistery (haikyuu bsd fav saia ). Skrg lagi nonton code geass, kemaren minta rec ama komunitas anime di quora, banyak yg nyaranin itu hehe. Oiya aku dom bandung",BIIIIIIIIIOBIIOBIOBIIBOBIIOBIIIIBOBIIOBIIIOBIIIIOBIOBIIIBOBIIIOBIIOBIIOBIIIIOBIIIIOBOBIIIIIIOBBIIIIIIOBIIOBIIOBIIIOBBOBIIIOBIIIOBIIIIIOBIIIIIIIIIBOBIIIIIIOBIIIIOBIIOBIIOBIIIIIIIIOBIIIIOBIOBIIIIBOBIIIIIOBIOBIIIIIIIOBIIOBIIIBOBIIIOBIIOBIIOBIIIIII,"['@sothesky_ OJO ah iya. Aku fayza, but well known as phey. Suka bts ama anime sport + mistery (haikyuu bsd fav saia ). Skrg lagi nonton code geass, kemaren minta rec ama komunitas anime di quora, banyak yg nyaranin itu hehe. Oiya aku dom bandung'
 list(['@sothesky_', 'OJO', 'ah', 'iya', '.', 'Aku', 'fayza', ',', 'but', 'well', 'known', 'as', 'phey', '.', 'Suka', 'bts', 'ama', 'anime', 'sport', '+', 'mistery', '(', 'haikyuu', 'bsd', 'fav', 'saia', ')', '.', 'Skrg', 'lagi', 'nonton', 'code geass', ',', 'kemaren', 'minta', 'rec', 'ama', 'komunitas', 'anime', 'di', 'quora', ',', 'banyak', 'yg', 'nyaranin', 'itu', 'hehe', '.', 'Oiya', 'aku', 'dom', 'bandung'])]","['un', 'un', 'id', 'id', 'un', 'id', 'un', 'un', 'en', 'en', 'en', 'en', 'un', 'un', 'id', 'un', 'id', 'id', 'un', 'un', 'en', 'un', 'un', 'un', 'en', 'id', 'un', 'un', 'id', 'id', 'id', 'un', 'un', 'id', 'id', 'en', 'id', 'id', 'id', 'id', 'un', 'un', 'id', 'id', 'id', 'id', 'un', 'un', 'un', 'id', 'id', 'un']","['@sothesky_', 'ojo', 'ah', 'iya', '.', 'aku', 'fayza', ',', 'but', 'well', 'known', 'as', 'phey', '.', 'suka', 'bts', 'sama', 'anime', 'sport', '+', 'mistery', '(', 'haikyuu', 'bsd', 'favorite', 'saya', ')', '.', 'sekarang', 'lagi', 'tonton', 'code geass', ',', 'kemarin', 'minta', 'recomendation', 'sama', 'komunitas', 'anime', 'di', 'quora', ',', 'banyak', 'yang', 'sarankan', 'itu', 'hehe', '.', 'oiya', 'aku', 'domisili', 'bandung']","['@sothesky_ ojo ah iya. aku fayza, tetapi dikenal sebagai phey. suka bts sama anime olah raga + misteri ( haikyuu bsd favorit saya ). sekarang lagi tonton code geass, kemarin minta rekomendasi sama komunitas anime di quora, banyak yang sarankan itu hehe. oiya aku domisili bandung']"
543,Keterpurukan pengetahuan politik ini yang kita alami disumbang juga oleh masyarakat yang well educated tentang politik tidak menjalankan fungsi sosialnya sebagai bagian dari yang mencerdaskan bangsa #PrabowoDanSandiUntukRakyat #KompakSATUJokowi #pedulipolitik,BIIIIIIIIIIIOBIIIIIIIIIIOBIIIIIIOBIIOBIIIOBIIIOBIIIIOBIIIIIIIIOBIIIOBIIIOBIIIIIIIIIOBIIIOBIIIOBIIIIIIIOBIIIIIIOBIIIIIIOBIIIIOBIIIIIIIIIIOBIIIIIOBIIIIIIIIOBIIIIIIOBIIIIIOBIIIOBIIIOBIIIIIIIIIIIOBIIIIIOBIIIIIIIIIIIIIIIIIIIIIIIIIIOBIIIIIIIIIIIIIIIIOBIIIIIIIIIIIII,"['Keterpurukan pengetahuan politik ini yang kita alami disumbang juga oleh masyarakat yang well educated tentang politik tidak menjalankan fungsi sosialnya sebagai bagian dari yang mencerdaskan bangsa #PrabowoDanSandiUntukRakyat #KompakSATUJokowi #pedulipolitik'
 list(['Keterpurukan', 'pengetahuan', 'politik', 'ini', 'yang', 'kita', 'alami', 'disumbang', 'juga', 'oleh', 'masyarakat', 'yang', 'well', 'educated', 'tentang', 'politik', 'tidak', 'menjalankan', 'fungsi', 'sosialnya', 'sebagai', 'bagian', 'dari', 'yang', 'mencerdaskan', 'bangsa', '#PrabowoDanSandiUntukRakyat', '#KompakSATUJokowi', '#pedulipolitik'])]","['id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'en', 'en', 'id', 'en', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'un', 'un']","['keterpurukan', 'pengetahuan', 'politik', 'ini', 'yang', 'kita', 'alami', 'disumbang', 'juga', 'oleh', 'masyarakat', 'yang', 'well', 'educated', 'tentang', 'politik', 'tidak', 'menjalankan', 'fungsi', 'sosialnya', 'sebagai', 'bagian', 'dari', 'yang', 'mencerdaskan', 'bangsa', '#PrabowoDanSandiUntukRakyat', '#KompakSATUJokowi', '#pedulipolitik']",['keterpurukan pengetahuan politik ini yang kita alami disumbang juga oleh masyarakat yang berpendidikan baik tentang politik tidak menjalankan fungsi sosialnya sebagai bagian dari yang mencerdaskan bangsa #PrabowoDanSandiUntukRakyat #KompakSATUJokowi #pedulipolitik']
544,"Tau ngga apa yg bikin sedih? Yg lain udah semangat bakal manggung di tahun 2020, tapi kenyataannya cuma tiga orang doang. Well, mereka bakal tetep tampil dengan profesional tapi rasanya pasti ngga sama dgn konser yg dulu-dulu. Ada kesedihan, ada kecanggungan, ada rasa kehilangan.",BIIOBIIIOBIIOBIOBIIIIOBIIIIBOBIOBIIIOBIIIOBIIIIIIIOBIIIIOBIIIIIIIOBIOBIIIIOBIIIBOBIIIOBIIIIIIIIIIIOBIIIOBIIIOBIIIIOBIIIIBOBIIIBOBIIIIIOBIIIIOBIIIIOBIIIIIOBIIIIIOBIIIIIIIIIIOBIIIOBIIIIIIOBIIIIOBIIIOBIIIOBIIOBIIIIIOBIOBIIIIIIIIBOBIIOBIIIIIIIIBOBIIOBIIIIIIIIIIIBOBIIOBIIIOBIIIIIIIIIB,"['Tau ngga apa yg bikin sedih? Yg lain udah semangat bakal manggung di tahun 2020, tapi kenyataannya cuma tiga orang doang. Well, mereka bakal tetep tampil dengan profesional tapi rasanya pasti ngga sama dgn konser yg dulu-dulu. Ada kesedihan, ada kecanggungan, ada rasa kehilangan.'
 list(['Tau', 'ngga', 'apa', 'yg', 'bikin', 'sedih', '?', 'Yg', 'lain', 'udah', 'semangat', 'bakal', 'manggung', 'di', 'tahun', '2020', ',', 'tapi', 'kenyataannya', 'cuma', 'tiga', 'orang', 'doang', '.', 'Well', ',', 'mereka', 'bakal', 'tetep', 'tampil', 'dengan', 'profesional', 'tapi', 'rasanya', 'pasti', 'ngga', 'sama', 'dgn', 'konser', 'yg', 'dulu-dulu', '.', 'Ada', 'kesedihan', ',', 'ada', 'kecanggungan', ',', 'ada', 'rasa', 'kehilangan', '.'])]","['id', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'en', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'un', 'id', 'id', 'un', 'id', 'id', 'id', 'un']","['tahu', 'tidak', 'apa', 'yang', 'buat', 'sedih', '?', 'yang', 'lain', 'sudah', 'semangat', 'bakal', 'manggung', 'di', 'tahun', '2020', ',', 'tapi', 'kenyataannya', 'cuma', 'tiga', 'orang', 'saja', '.', 'well', ',', 'mereka', 'bakal', 'tetap', 'tampil', 'dengan', 'profesional', 'tapi', 'rasanya', 'pasti', 'tidak', 'sama', 'dengan', 'konser', 'yang', 'dulu-dulu', '.', 'ada', 'kesedihan', ',', 'ada', 'kecanggungan', ',', 'ada', 'rasa', 'kehilangan', '.']","['tahu tidak apa yg bikin sedih? yang lain udah semangat bakal manggung di tahun 2020, tapi kenyataannya cuma tiga orang saja. baik, mereka bakal tetep tampil dengan profesional tapi rasanya pasti tidak sama dengan konser yang dulu-dulu. ada kesedihan, ada kecanggungan, ada rasa kehilangan.']"
545,"I'm not perfect, tapi jago bikin kamu merem melect.",BIIOBIIOBIIIIIIBOBIIIOBIIIOBIIIIOBIIIOBIIIIOBIIIIIB,"[""I'm not perfect, tapi jago bikin kamu merem melect.""
 list([""I'm"", 'not', 'perfect', ',', 'tapi', 'jago', 'bikin', 'kamu', 'merem', 'melect', '.'])]","['en', 'en', 'en', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'un']","['i am', 'not', 'perfect', ',', 'tapi', 'jago', 'buat', 'kamu', 'merem', 'melek', '.']","['saya tidak sempurna, tapi jago bikin kamu merem melek.']"
546,Seminggu sekali scroll timeline Instagram (not the story) feels like enough for me to quick-catch-up to my friends life. Hidup diri sendiri juga jadi jauh lebih fokus dan mikirin hal-hal yang seharusnya gak dipikirin jadi berkurang,BIIIIIIIOBIIIIIOBIIIIIOBIIIIIIIOBIIIIIIIIOBBIIOBIIIIIIIIBOBIIIIOBIIIOBIIIIIOBIIOBIOBIOBIIIIIIIIIIIIIOBIOBIOBIIIIIIOBIIIBOBIIIIOBIIIOBIIIIIIOBIIIOBIIIOBIIIOBIIIIOBIIIIOBIIOBIIIIIIOBIIIIIIOBIIIOBIIIIIIIIIOBIIOBIIIIIIIIOBIIIOBIIIIIIII,"['Seminggu sekali scroll timeline Instagram (not the story) feels like enough for me to quick-catch-up to my friends life. Hidup diri sendiri juga jadi jauh lebih fokus dan mikirin hal-hal yang seharusnya gak dipikirin jadi berkurang'
 list(['Seminggu', 'sekali', 'scroll', 'timeline', 'Instagram', '(', 'not', 'the story', ')', 'feels', 'like', 'enough', 'for', 'me', 'to', 'quick-catch-up', 'to', 'my', 'friends', 'life', '.', 'Hidup', 'diri', 'sendiri', 'juga', 'jadi', 'jauh', 'lebih', 'fokus', 'dan', 'mikirin', 'hal-hal', 'yang', 'seharusnya', 'gak', 'dipikirin', 'jadi', 'berkurang'])]","['id', 'id', 'en', 'en', 'un', 'un', 'en', 'en', 'un', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'un', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'id', 'id']","['seminggu', 'sekali', 'scroll', 'timeline', 'instagram', '(', 'not', 'the story', ')', 'feels', 'like', 'enough', 'for', 'me', 'to', 'quick-catch-up', 'to', 'my', 'friends', 'life', '.', 'hidup', 'diri', 'sendiri', 'juga', 'jadi', 'jauh', 'lebih', 'fokus', 'dan', 'mikirin', 'hal-hal', 'yang', 'seharusnya', 'tidak', 'dipikirkan', 'jadi', 'berkurang']",['seminggu sekali scroll lini masa instagram ( bukan ceritanya ) berasa cukup untuk saya untuk cepat mengejar kehidupan teman-temanku. hidup diri sendiri juga jadi jauh lebih fokus dan mikirin hal-hal yang seharusnya gak dipikirkan jadi berkurang']
547,"Anak pertama usia ampir 5 thn nanya ""adek bayi keluarnya lewat mana?"", untungnya sy udh baca2 dl jd intinya jawab aja apa adanya secara ilmiah. Di luar dugaan, she accepted it very well",BIIIOBIIIIIIOBIIIOBIIIIOBOBIIOBIIIIOBBIIIOBIIIOBIIIIIIIIOBIIIIOBIIIBBBOBIIIIIIIIOBIOBIIOBIIIIOBIOBIOBIIIIIIOBIIIIOBIIOBIIOBIIIIIOBIIIIIOBIIIIIBOBIOBIIIOBIIIIIBOBIIOBIIIIIIIOBIOBIIIOBIII,"['Anak pertama usia ampir 5 thn nanya ""adek bayi keluarnya lewat mana?"", untungnya sy udh baca2 dl jd intinya jawab aja apa adanya secara ilmiah. Di luar dugaan, she accepted it very well'
 list(['Anak', 'pertama', 'usia', 'ampir', '5', 'thn', 'nanya', '""', 'adek', 'bayi', 'keluarnya', 'lewat', 'mana', '?', '""', ',', 'untungnya', 'sy', 'udh', 'baca2', 'dl', 'jd', 'intinya', 'jawab', 'aja', 'apa', 'adanya', 'secara', 'ilmiah', '.', 'Di', 'luar', 'dugaan', ',', 'she', 'accepted', 'it', 'very', 'well'])]","['id', 'id', 'un', 'id', 'un', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'id', 'un', 'un', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'un', 'en', 'en', 'en', 'en', 'en']","['anak', 'pertama', 'yousia', 'hampir', '5', 'tahun', 'tanya', '""', 'adek', 'bayi', 'keluarnya', 'lewat', 'mana', '?', '""', ',', 'untungnya', 'saya', 'sudah', 'baca-baca', 'dulu', 'jadi', 'intinya', 'jawab', 'saja', 'apa', 'adanya', 'secara', 'ilmiah', '.', 'di', 'luar', 'dugaan', ',', 'she', 'accepted', 'it', 'very', 'well']","['anak pertama usia hampir 5 tahun tanya "" adek bayi keluarnya lewat mana? "", untungnya saya sudah baca-baca dulu jadi intinya jawab aja apa adanya secara ilmiah. di luar dugaan, dia menerimanya dengan sangat baik']"
